6b19c213-dd08-40b3-b6cc-42577bf4bd93,Blood donations down along Front Range because of snowstorm,"The weekend snowstorm in northeastern Colorado and Wyoming forced the cancelation of several blood drives, according to Vitalant Blood Donation.
Patients in Colorado, and across the nation, in need of transfusions are relying on donors, Vitalant said on its website and on social media.
""Our hearts a...",https://www.denverpost.com/2021/03/16/front-range-blood-donations-down-snowstorm/,Kieran Nicholson,https://www.denverpost.com/wp-content/uploads/2018/12/blooddonate_1205_hc_4852.jpg?w=640,en,,2021-03-16 23:19:14 +0000
53c7c427-2852-4655-b031-039862c07a0f,I-70 over Vail Pass reopened after shutting down in both directions late-afternoon Tuesday,"Interstate 70 shut down Tuesday afternoon in both directions over Vail Pass for a couple of hours as a safety concern after a highway crash, according to CDOT.
At about 4 p.m. westbound traffic on I-70 was shut down by a crash on the west side of the Vail Pass summit, CDOT said. The westbound traffi...",https://www.denverpost.com/2021/03/16/i70-vail-pass-shut-down/,Kieran Nicholson,https://www.denverpost.com/wp-content/uploads/2020/01/Carpooling_app_aiming_to_lessen_ski_traffic_on_I-70_launched_last_month_Colorado_shut_it_down_shortly_after_1.jpg?w=640,en,,2021-03-16 23:35:14 +0000
40aa23a3-3f4c-42f9-9ff4-d3f5ef444840,"Lebanon registers 52 more coronavirus deaths, 3,480 new cases","Lebanon registered 52 new coronavirus deaths and 3,480 more cases in the last 24 hours, the Health Ministry said Tuesday, as vaccinations continued at a very slow pace.",https://www.dailystar.com.lb//News/Lebanon-News/2021/Mar-16/518498-lebanon-registers-52-more-coronavirus-deaths-3480-new-cases.ashx,,https://www.dailystar.com.lb//dailystar/Pictures/2021/03/16/840430_img650x420_img650x420_crop.jpg,en,general,2021-03-16 11:11:00 +0000
4f470f35-14ea-482c-ab6f-8845a31ac779,Erdogan says Saudi Arabia wants armed Turkish drones,Turkish President Recep Tayyip Erdogan said Tuesday that Saudi Arabia has requested a supply of Turkish military drones.,https://www.dailystar.com.lb//News/Middle-East/2021/Mar-16/518499-erdogan-says-saudi-arabia-wants-armed-turkish-drones.ashx,,https://www.dailystar.com.lb//dailystar/Pictures/2021/03/16/842305_img650x420_img650x420_crop.jpg,en,general,2021-03-16 11:22:00 +0000
5c487d32-1d7c-4691-9490-359f872fd47d,Fears of security risks grow amid worsening economic meltdown,The Lebanese pound’s dramatic and unchecked nosedive against the US dollar is threatening to plunge the crises-stricken country into total chaos and security risks that would further add to the misery of the Lebanese who are facing poverty as a result of an unprecedented financial downturn.,https://www.dailystar.com.lb//News/Lebanon-News/2021/Mar-16/518500-fears-of-security-risks-grow-amid-worsening-economic-meltdown.ashx,Hussein Dakroub,https://www.dailystar.com.lb//dailystar/Pictures/2021/03/16/842306_img650x420_img650x420_crop.jpg,en,general,2021-03-16 12:01:00 +0000
9c06754d-7770-4a8c-9493-8f3d4d86596a,Real Madrid make light work of Atalanta to reach quarters,Real Madrid easily overcame Atalanta 3-1 at home in their Champions League last-16 second leg Wednesday to stroll into the quarterfinals 4-1 on aggregate.,https://www.dailystar.com.lb//Sports/Football/2021/Mar-17/518502-real-madrid-make-light-work-of-atalanta-to-reach-quarters.ashx,,https://www.dailystar.com.lb//dailystar/Pictures/2021/03/17/842327_img650x420_img650x420_crop.jpg,en,general,2021-03-16 16:20:00 +0000
45534426-d4bd-4125-adf4-5a8f3c054093,Man City cruise into Champions League quarterfinals,Manchester City cruised into the quarterfinals of the Champions League as early goals from Kevin De Bruyne and Ilkay Gundogan beat Borussia Moenchengladbach 2-0 in Budapest Tuesday and sealed a 4-0 aggregate victory.,https://www.dailystar.com.lb//Sports/Football/2021/Mar-17/518503-man-city-cruise-into-champions-league-quarterfinals.ashx,,https://www.dailystar.com.lb//dailystar/Pictures/2021/03/17/842328_img650x420_img650x420_crop.jpg,en,general,2021-03-16 16:25:00 +0000
aaa22b4f-b52a-490b-b54a-9251772f6804,The List: Deal volume fell at many Atlanta CRE brokerages in 2020,"The companies on the list reported gross dollar volume of $78.7 billion for 2020, down 8.3% from the $85.8 billion in deals the top 20 firms reported for 2019.",https://www.bizjournals.com/atlanta/news/2021/03/15/atlanta-commercial-real-estate-brokerages-list.html?ana=brss_1566,bizjournals,None,en,business,2021-03-16 01:36:17 +0000
f18e7bc1-6b29-4dbc-a931-ecc8d0eb957b,Silicon Valley's Y-Combinator backs Atlanta startup Procoto a year after its launch,"Y-Combinator accepted Procoto into its winter 2021 cohort and provided a $125,000 investment.",https://www.bizjournals.com/atlanta/inno/stories/profiles/2021/03/15/y-combinator-backs-atlanta-startup-procoto.html?ana=brss_1566,bizjournals,None,en,business,2021-03-16 01:54:09 +0000
e2fdc8b4-7f3b-42a1-8e18-0116760a5c98,Atlanta approves inclusionary zoning on for-sale housing in Westside Park neighborhoods,"Private investment is not the only factor contributing to rapid gentrification. Much like the Atlanta Beltline, it is the city's own investment in the 280-acre Westside Park that is a magnet to developers.",https://www.bizjournals.com/atlanta/news/2021/03/16/atlanta-inclusionary-zoning-microsoft-westside.html?ana=brss_1566,bizjournals,None,en,business,2021-03-16 11:27:52 +0000
